(5.113736152648926, -4.700438976287842, 0.0)
(5.113736152648926, -4.700438976287842, 0.0)
(5.114488124847412, -4.701393127441406, 0.0)
(5.116215229034424, -4.703608989715576, 0.0)
(5.117619514465332, -4.705434322357178, 0.0)
(5.118448257446288, -4.70652151107788, 0.0)
(5.119562625885009, -4.707995414733886, 0.0)
(5.1204586029052725, -4.709189891815185, 0.0)
(5.1204586029052725, -4.709189891815185, 0.0)
(5.122644901275634, -4.712137699127196, 0.0)
(5.1236629486083975, -4.7135252952575675, 0.0)
(5.125433921813964, -4.715961933135985, 0.0)
(5.125433921813964, -4.715961933135985, 0.0)
(5.126454353332519, -4.717379093170165, 0.0)
(5.126454353332519, -4.717379093170165, 0.0)
(5.127455711364745, -4.7187790870666495, 0.0)
(5.129328250885009, -4.721423149108886, 0.0)
(5.130272865295409, -4.72277021408081, 0.0)
(5.132709503173827, -4.726285934448241, 0.0)
(5.133653640747069, -4.727663993835448, 0.0)
(5.135576725006103, -4.730488777160644, 0.0)
(5.135576725006103, -4.730488777160644, 0.0)
(5.136541843414306, -4.731913566589355, 0.0)
(5.138752937316894, -4.735185146331786, 0.0)
(5.13968801498413, -4.73656940460205, 0.0)
(5.13968801498413, -4.73656940460205, 0.0)
(5.141559123992919, -4.739337444305419, 0.0)
(5.142849922180175, -4.7412447929382315, 0.0)
(5.143829345703124, -4.742691040039062, 0.0)
(5.144794940948485, -4.7441158294677725, 0.0)
(5.144794940948485, -4.7441158294677725, 0.0)
(5.146259307861327, -4.7462730407714835, 0.0)
(5.147185325622558, -4.747632980346679, 0.0)
(5.14842939376831, -4.749449729919433, 0.0)
(5.1508822441101065, -4.7529845237731925, 0.0)
(5.1508822441101065, -4.7529845237731925, 0.0)
(5.151872158050536, -4.754392623901366, 0.0)
(5.152866840362548, -4.7557969093322745, 0.0)
(5.152866840362548, -4.7557969093322745, 0.0)
(5.155419349670409, -4.759354591369628, 0.0)
(5.157145977020263, -4.76172924041748, 0.0)
(5.158132553100585, -4.76307725906372, 0.0)
(5.158132553100585, -4.76307725906372, 0.0)
(5.160319805145263, -4.7660555839538565, 0.0)
(5.162568569183349, -4.76911449432373, 0.0)
(5.1635727882385245, -4.77048110961914, 0.0)
(5.164784908294677, -4.772134780883788, 0.0)
(5.164784908294677, -4.772134780883788, 0.0)
(5.166738510131835, -4.7748141288757315, 0.0)
(5.167924404144286, -4.776455402374267, 0.0)
(5.167924404144286, -4.776455402374267, 0.0)
(5.171124458312987, -4.780950069427489, 0.0)
(5.171124458312987, -4.780950069427489, 0.0)
(5.172070026397704, -4.782296180725097, 0.0)
(5.172070026397704, -4.782296180725097, 0.0)
(5.174396038055419, -4.785642147064208, 0.0)
(5.175342559814452, -4.7870187759399405, 0.0)
(5.177684307098388, -4.79047679901123, 0.0)
(5.178624153137206, -4.791888236999511, 0.0)
(5.179528236389159, -4.79326295852661, 0.0)
(5.180643081665038, -4.794983386993407, 0.0)
(5.181528568267821, -4.796370029449462, 0.0)
(5.182780742645263, -4.798363208770751, 0.0)
(5.183684349060058, -4.799828052520751, 0.0)
(5.185823917388915, -4.803384780883788, 0.0)
(5.185823917388915, -4.803384780883788, 0.0)
(5.186656475067138, -4.804803848266601, 0.0)
(5.188741207122802, -4.808451652526855, 0.0)
(5.189565658569335, -4.80993366241455, 0.0)
(5.189565658569335, -4.80993366241455, 0.0)
(5.191304206848144, -4.8131370544433585, 0.0)
(5.191304206848144, -4.8131370544433585, 0.0)
(5.192061901092528, -4.8145689964294425, 0.0)
(5.193655490875243, -4.8176488876342765, 0.0)
(5.193655490875243, -4.8176488876342765, 0.0)
(5.194387912750243, -4.819093704223632, 0.0)
(5.196195125579833, -4.822717666625976, 0.0)
(5.19697618484497, -4.824307918548583, 0.0)
(5.1980600357055655, -4.8265390396118155, 0.0)
(5.198806285858153, -4.82809019088745, 0.0)
(5.200024127960204, -4.830650329589843, 0.0)
(5.200735092163085, -4.832161903381347, 0.0)
(5.201590061187743, -4.833997249603271, 0.0)
(5.202300548553466, -4.8355369567871085, 0.0)
(5.203016757965087, -4.837101936340331, 0.0)
(5.2039155960083, -4.83908462524414, 0.0)
(5.204620838165282, -4.840654850006103, 0.0)
(5.206223964691161, -4.844263553619384, 0.0)
(5.206909179687499, -4.845814704895019, 0.0)
(5.207563400268554, -4.847296714782714, 0.0)
(5.208258152008056, -4.848871231079101, 0.0)
(5.208942413330077, -4.850422859191894, 0.0)
(5.209871292114257, -4.8525304794311515, 0.0)
(5.209871292114257, -4.8525304794311515, 0.0)
(5.209871292114257, -4.8525304794311515, 0.0)
(5.21179962158203, -4.856908321380614, 0.0)
(5.213167190551757, -4.860012531280517, 0.0)
(5.213167190551757, -4.860012531280517, 0.0)
(5.214768886566161, -4.863649368286132, 0.0)
(5.215473175048827, -4.865247726440429, 0.0)
(5.215473175048827, -4.865247726440429, 0.0)
(5.216851234436034, -4.868374347686767, 0.0)
(5.217535495758056, -4.86992597579956, 0.0)
(5.2186803817749015, -4.8725194931030265, 0.0)
(5.219365596771239, -4.874070644378661, 0.0)
(5.220684528350829, -4.877057552337646, 0.0)
(5.220684528350829, -4.877057552337646, 0.0)
(5.221389770507812, -4.878655433654784, 0.0)
(5.223037242889403, -4.8823823928833, 0.0)
(5.223753929138183, -4.884002685546874, 0.0)
(5.224931240081786, -4.886664390563964, 0.0)
(5.224931240081786, -4.886664390563964, 0.0)
(5.226908206939696, -4.891131401062011, 0.0)
(5.226908206939696, -4.891131401062011, 0.0)
(5.227728366851806, -4.892982482910155, 0.0)
(5.228518486022948, -4.894763946533202, 0.0)
