(2.6103858947753906, -2.2259933948516846, 0.0)
(2.6082699298858643, -2.2238855361938477, 0.0)
(2.607301235198974, -2.2229211330413814, 0.0)
(2.604359626770019, -2.219992399215698, 0.0)
(2.6027455329895015, -2.218384981155395, 0.0)
(2.6027455329895015, -2.218384981155395, 0.0)
(2.6017949581146236, -2.217438459396362, 0.0)
(2.600000619888305, -2.2156531810760494, 0.0)
(2.600000619888305, -2.2156531810760494, 0.0)
(2.597326755523681, -2.2129936218261714, 0.0)
(2.597326755523681, -2.2129936218261714, 0.0)
(2.5963578224182124, -2.212029695510864, 0.0)
(2.594474077224731, -2.2101550102233882, 0.0)
(2.5935051441192623, -2.2091910839080806, 0.0)
(2.5935051441192623, -2.2091910839080806, 0.0)
(2.591386795043945, -2.2070856094360347, 0.0)
(2.590452909469604, -2.2061581611633296, 0.0)
(2.590452909469604, -2.2061581611633296, 0.0)
(2.5885131359100337, -2.204232215881347, 0.0)
(2.5875072479248042, -2.20323371887207, 0.0)
(2.585872650146484, -2.2016110420227046, 0.0)
(2.5849206447601314, -2.200665950775146, 0.0)
(2.5830874443054195, -2.1988482475280757, 0.0)
(2.582116365432739, -2.19788646697998, 0.0)
(2.5806953907012935, -2.1964795589447017, 0.0)
(2.579760074615478, -2.1955535411834712, 0.0)
(2.5787887573242183, -2.1945919990539546, 0.0)
(2.57758355140686, -2.1933989524841304, 0.0)
(2.5765943527221675, -2.192419528961181, 0.0)
(2.575011253356933, -2.190852880477905, 0.0)
(2.574057340621948, -2.189909696578979, 0.0)
(2.572689056396484, -2.188557624816894, 0.0)
(2.5717344284057613, -2.1876151561737056, 0.0)
(2.5717344284057613, -2.1876151561737056, 0.0)
(2.5717344284057613, -2.1876151561737056, 0.0)
(2.5717344284057613, -2.1876151561737056, 0.0)
(2.570419311523437, -2.1863172054290767, 0.0)
(2.5673565864562984, -2.1832950115203853, 0.0)
(2.5664014816284175, -2.182353019714355, 0.0)
(2.5664014816284175, -2.182353019714355, 0.0)
(2.5664014816284175, -2.182353019714355, 0.0)
(2.564688920974731, -2.180665254592895, 0.0)
(2.562362194061279, -2.1783745288848873, 0.0)
(2.5593495368957515, -2.1754097938537593, 0.0)
(2.5583934783935542, -2.1744689941406246, 0.0)
(2.5583934783935542, -2.1744689941406246, 0.0)
(2.5583934783935542, -2.1744689941406246, 0.0)
(2.5574011802673335, -2.1734926700592037, 0.0)
(2.554350852966308, -2.170493602752685, 0.0)
(2.554350852966308, -2.170493602752685, 0.0)
(2.554350852966308, -2.170493602752685, 0.0)
(2.5533757209777828, -2.169535875320434, 0.0)
